Implemented,study-id,result-id,Coded?,Result description,Relevant claim,Claim in abstract,Research question importance,Location in paper,Region of qualitative similarity,Individual-level,Population variable,Estimation method,Design,Stata cmd,Time index,Geographic index,Other indices,Notes
1,chu-2021,hometown-audit,1,Effect of Auditor Hometown and Government Audit Outcomes,"In city-fixed-effect specifications—in which the role of shared background is identified from auditor turnover—we show that hometown auditors find 38 percent less in questionable monies. // Across all specifications, the coefficient on Hometown is significant at least at the 5 percent level. In our favored specification, which includes controls for auditor and city characteristics, βˆ = 0.471, indicating that suspicious expenditures uncovered by a hometown auditor were 38 percent (i.e., 1 − e−0.471) lower than those found by nonhometown auditors",1,Co-Primary,"Table 3, column 4, coeff of Hometown","negative, significant, 1-e^x close to .38",Yes,pop,FE ,Panel,reghdfe,year,city,,
1,chu-2021,post2013-hometown,1,Effect of after year 2013 on Hometown Impact,"This hometown effect is similar throughout the auditor’s tenure and is diminished for audits ordered by the provincial Organization Department as a result of the departure of top city officials. // In both cases, the direct effect of Hometown is marginally more negative than in the preceding column, and the coefficient on Hometown × Post2013 is positive though smaller in magnitude and does not approach statistical significance. Overall, we cannot reject the existence of a comparable effect of Hometown before versus during the anti-corruption campaign.1// Overall, the results in Table 4 suggest that the hometown effect is reasonably stable across years—while we find suggestive between-year differences in the coefficient on Hometown, we are plausibly underpowered to detect systematic differences.",1,Co-Primary,"Table 4, column 2, coeff of Hometown × Post2013","positive, insignificant",Yes,pop,DID,Panel,reghdfe,year,city,,
1,chu-2021,firstyear-homwtown,1,Whether there is a differential effect of hometown auditors in their first year in the position,"This hometown effect is similar throughout the auditor’s tenure and is diminished for audits ordered by the provincial Organization Department as a result of the departure of top city officials. // In Table 5, we provide three specifications that assess the extent to which the deterrence story is likely to play a first-order role. In column 1, we add the interaction term FirstYear × Hometown (as well as the direct effect, FirstYear) to capture whether there is a differential effect of hometown auditors in their first year in the position. The coefficient on the interaction term is positive though small in magnitude. It is relatively imprecisely measured but still implies that one may reject that the coefficients on FirstYear × Hometown and Hometown sum to 0 (i.e., that the hometown effect when FirstYear = 1 is equal to 0) at the 1 percent level. // In neither of these cases is there any evidence that the hometown effect is stronger in the earlier years of an auditor’s tenure.",1,Co-Primary,"Table 5, column 1, coeff of FirstYear × Hometown","positive, insignificant",Yes,pop,DID,Panel,reghdfe,year,city,,
1,chu-2021,tenure-hometown,1,Whether there is a differential effect of hometown auditors' tenure,"This hometown effect is similar throughout the auditor’s tenure and is diminished for audits ordered by the provincial Organization Department as a result of the departure of top city officials. // In column 2, instead of focusing only on the first year, we allow the hometown effect to vary linearly as a function of the chief auditor’s tenure (Tenure × Hometown), and in column 3, we also introduce a quadratic interaction (Tenure2 × Hometown)  // In neither of these cases is there any evidence that the hometown effect is stronger in the earlier years of an auditor’s tenure.",1,Co-Primary,"Table 5, column 2, coeff of Tenure × Hometown",insignificant,Yes,pop,DID,Panel,reghdfe,year,city,,
1,chu-2021,tenure2-hometown,1,Whether there is a differential effect of hometown auditors' tenure's square,"This hometown effect is similar throughout the auditor’s tenure and is diminished for audits ordered by the provincial Organization Department as a result of the departure of top city officials. // In column 2, instead of focusing only on the first year, we allow the hometown effect to vary linearly as a function of the chief auditor’s tenure (Tenure × Hometown), and in column 3, we also introduce a quadratic interaction (Tenure2 × Hometown) // In neither of these cases is there any evidence that the hometown effect is stronger in the earlier years of an auditor’s tenure.",1,Co-Primary,"Table 5, column 3, coeff of Tenure2 × Hometown",insignificant,Yes,pop,DID,Panel,reghdfe,year,city,,
1,chu-2021,hometown-soe,0,Effect of hometown on Locally Owned SOE Real Activity Manipulation,"We complement these city-level findings with firmlevel analyses of earnings manipulation by state-owned enterprises (SOE) via real activity manipulation (a standard measure from the accounting literature), which we show is higher under hometown auditors. // In our preferred specification, we include firm fixed effects (ωf), which absorb the city fixed effects we employed in the preceding analyses. Standard errors are clustered at the city level to account for the level of identifying variation.",1,Secondary,"Table 8, column 4, coeff of Hometown","positive, significant",Yes,pop,FE ,Panel,reghdfe,year,city,,"Removed, not enough info for DP in this one"
1,howard-2021,manu-rent,1,Effect of Manufacture Changes on Rent,"The wide range is primarily due to a lack of consensus over the population elasticity to rents, so we estimate it by comparing the effects of demand shocks across cities of differing housing supply elasticities. We find that demand changes have similar effects across cities, suggesting a high population elasticity. // We check the robustness using two plausibly exogenous variables that affect local incomes. The decline in manufacturing was a widespread shock that decreased incomes in many regions, and so in columns (2) and (5) we use the manufacturing share as a proxy for the extent of this shock.",1,Co-Primary,"Table 2, column 2, coeff of Manufacturing Share","negative, significant",,totalemp,OLS,cross-sectional,reg,,city,,
1,howard-2021,manu-raw,1,Effect of Manufacture Changes on Raw Rent,"The wide range is primarily due to a lack of consensus over the population elasticity to rents, so we estimate it by comparing the effects of demand shocks across cities of differing housing supply elasticities. We find that demand changes have similar effects across cities, suggesting a high population elasticity. // Table 2 shows estimates of and. We check the robustness using two plausibly-exogenous variables that affect local incomes. The decline in manufacturing was a widespread shock that decreased incomes in many regions, and so in columns (2) and (5) we use the manufacturing share as a proxy for the extent of this shock.",1,Co-Primary,"Table 2, column 5, coeff of Manufacturing Share","negative, significant",,totalemp,OLS,cross-sectional,reg,,city,,
1,howard-2021,shock-rent,1,Effect of Bartik Shock on Rent,"The wide range is primarily due to a lack of consensus over the population elasticity to rents, so we estimate it by comparing the effects of demand shocks across cities of differing housing supply elasticities. We find that demand changes have similar effects across cities, suggesting a high population elasticity. // Columns (3) and (6) use a shift-share (or “Bartik”, following Bartik (1991)) shock that predicts local job growth using the interaction of local labor shares and industry-specific wage growth in other regions. The shift-share purges shocks that might affect income and housing costs contemporaneously. Using these variables, we show that rent decreased in manufacturing-exposed areas, and rents increased in areas exposed to growing industries, but that these effects were also not that heterogeneous by elasticity.",1,Co-Primary,"Table 2, column 3, coeff of Bartik Shock","positive, significant",,totalemp,OLS,cross-sectional,reg,,city,,
1,howard-2021,shock-raw,1,Effect of Bartik Shock on Raw Rent,"The wide range is primarily due to a lack of consensus over the population elasticity to rents, so we estimate it by comparing the effects of demand shocks across cities of differing housing supply elasticities. We find that demand changes have similar effects across cities, suggesting a high population elasticity. // Columns (3) and (6) use a shift-share (or “Bartik”, following Bartik (1991)) shock that predicts local job growth using the interaction of local labor shares and industry-specific wage growth in other regions. The shift-share purges shocks that might affect income and housing costs contemporaneously. Using these variables, we show that rent decreased in manufacturing-exposed areas, and rents increased in areas exposed to growing industries, but that these effects were also not that heterogeneous by elasticity.",1,Co-Primary,"Table 2, column 6, coeff of Bartik Shock","positive, significant",,totalemp,OLS,cross-sectional,reg,,city,,
1,eriksen-2015,voucher-rent,1,Effect of house voucher on housing rents,"We do not find that an increase in vouchers affected the overall price of rental housing but do estimate differences in effects based on an individual unit’s rent before the voucher expansion.//As reported in Table 4, we do not find that units located in MSAs with larger increases in housing vouchers between 2000 and 2002 experienced statistically significant or economically meaningful differences in rents. Our point estimate of the elasticity is 0.007 for all rental units with a standard error of 0.015.",1,Co-Primary,"Table 4, column 1, coeff of log of voucher",insignificant,,ltotpop,FE ,Panel,xtreg,year,MSA,,
1,eriksen-2015,voucher-cheap,1,Effect of voucher on relative cheap house,"Our results are consistent with voucher recipients renting more expensive units after receiving the subsidy. // For units with a prior rent below 80 percent of the FMR, we estimate a negative elasticity of 0.095, implying that a 10 percent increase in the supply of vouchers resulted in a 0.95 percent decrease in monthly rents. ",1,Co-Primary,"Table 5, column 1, coeff of log of voucher","negative, significant",,ltotpop,FE ,Panel,xtreg,year,MSA,,
1,eriksen-2015,voucher-expensive,1,Effect of voucher on relative expensive house,"Our results are consistent with voucher recipients renting more expensive units after receiving the subsidy. // When we restrict the sample to mediumquality units with a 1997 rent within 20 percent of the FMR ratio, we estimate a positive elasticity of 0.038.",1,Co-Primary,"Table 5, column 2, coeff of log of voucher","positive, significant",,ltotpop,FE ,Panel,xtreg,year,MSA,,
1,eriksen-2015,voucher-fmr,1,Effect of voucher on rent depends on whether the prior rent was below 80% of the FMR.,Our results are consistent with voucher recipients renting more expensive units after receiving the subsidy. // The third column of Table 5 pools the sample and uses an interaction term to test whether the coefficients are different from each other. The difference between the coefficients is statistically distinct from 0 at the 1 percent level of significance and is consistent with recipients occupying higher-quality rental housing after receiving a subsidy.,1,Co-Primary,"Table 5, column 3, coeff of Interaction of vouchers with indicator variable if rent < 80% of FMR","negative, significant",,ltotpop,FE ,Panel,xtreg,year,MSA,,
1,eriksen-2015,elasticity-effect,1,Effect of elasticity on voucher's effect on rents,"We also find that the largest price increases were for units near the maximum allowable voucher rent in cities with an inelastic housing supply.//In the final column of Table 7, we include interactions of the supply of housing vouchers with both the indicator that the estimated elasticity of supply of the MSA is greater than 1 and the indicator that a unit’s rent divided by the FMR before the voucher expansion is less than 80 percent to test if one effect dominates.24 We find the coefficient on both interaction terms to be negative and significantly different from 0 at the 5 percent level of significance.",1,Co-Primary,"Table 7, column 3, coeff of Interaction of Interaction of vouchers with indicator variable if supply elasticity ≥ 1","negative, significant",,ltotpop,FE ,Panel,xtreg,year,MSA,,
1,charles-2018,house-college,1,Effect of Housing demand change 2000–2006 on any college attainment,"We find that the boom lowered college enrollment, with effects concentrated at two-year colleges. // The results indicate that rising local housing demand during the national housing boom sharply lowered the fraction of 18–25-year-olds with “Any college,” with estimated effects that were very similar for men and women. The strongly statistically significant point estimates imply that a one standard deviation increase in local housing demand reduced the fraction of 18–25-year-olds who completed any amount of college training by about 1 percentage point: 0.9 for men and 1.0 for women.",1,Co-Primary,"Table 3, column 1, coeff of Housing demand change 2000–2006","negative, significant",,"pop_tot_00, pop_f_00",2SLS,cross-sectional,ivreg2,,state,,
1,charles-2018,house-bachelor,1,Effect of Housing demand change 2000–2006 on bachelor degree or higher education attainment,"We find that the boom lowered college enrollment, with effects concentrated at two-year colleges. // By contrast, the second column in the table shows that the growth in local housing demand had no effect on the fraction of 18–25-year-olds with at least a bachelor’s degree. It is not only that the effects are statistically insignificant; the point estimates are small compared to the point estimates in column 1.",1,Co-Primary,"Table 3, column 2, coeff of Housing demand change 2000–2006",insignificant,,"pop_tot_00, pop_f_00",2SLS,cross-sectional,ivreg2,,state,,
1,beach-2017,nonmodal-spend,1,Effect of  non-modal candidate wins and the level of per capita spending,"Using a regression discontinuity approach, we find that increased diversity on the council leads to less spending on public goods. // Turning to our parametric, panel-based approach, columns 3 and 6 formally estimate equation (2) and yield results consistent with the preceding estimates; per capita spending on public goods falls by approximately 13 percent (significant at the 1 percent level) following the election of a non-modal candidate",1,Co-Primary,"Table 3, column 3, coeff of Non-modal wins","negative, significant",,totpop,FE,Panel,areg,year,city,,
1,beach-2017,segregation-effect,1,Effect of Non-modal Victory Interacted with City segregation on log Public Good Spending per Capita,This is especially true in cities with high segregation and economic inequality. ,1,Secondary,"Table 5, column 1, coeff of Treat × High","negative, significant, greater than coeff on treat x low",,totpop,FE,Panel,areg,year,city,,
1,beach-2017,inequality-effect,1,Effect of Non-modal Victory Interacted with City inequality on log Public Good Spending per Capita,This is especially true in cities with high segregation and economic inequality. ,1,Secondary,"Table 5, column 2, coeff of Treat × High","negative, significant, greater than coeff on treat x low",,totpop,FE,Panel,areg,year,city,,
1,beach-2017,nonmodal-outcome,0,Effect of a Non-modal Win on Future Electoral Outcomes,"Those serving on councils that experience an increase in diversity also receive fewer votes when they run for reelection. // Because the number of candidates in the race mechanically impacts vote share, we include indicator variables that account for the number of candidates seeking election. Results (reported in column 1 of Table 7) indicate that for councils that experienced an increase in diversity (because the non-modal candidate won) council members have vote shares that are 4 percentage points smaller when they seek reelection.",1,Secondary,"Table 7, column 1, coeff of Non-modal wins","negative, significant",,,FE,Panel,areg,year,city,,Not enough info for DP
1,snow-2019,white_post,1,Impacts of School Desegregation on Outcomes for Whites,"We decompose the well documented decline in white public enrollment following desegregation into migration to suburban districts
and increased private school enrollment and find that migration
was the more prevalent response.  // Specification 5 presents a falsification exercise. A placebo treatment variable is
added to the model that equals one when a district is one or two years away from
being desegregated.",1,Co-Primary,"Table 2, column 5, Panel A, coeff of Desegregated forwhite public enrollment in central district","negative, significant",,"publicelem, publichs",FE,Panel,xtreg,year,MSA,,
1,snow-2019,white_south_post,1,"Impacts of School Desegregation on Outcomes for Whites, specifically to the southern areas","We decompose the well documented decline in white public enrollment following desegregation into migration to suburban districts
and increased private school enrollment and find that migration
was the more prevalent response.// In Table 3 we allow the effects of desegregation to vary by region. In the South, our baseline specification indicates a large public enrollment decline
of 14 percent (panel A) due to desegregation.",1,Co-Primary,"Table 3, column 4, Panel A, coeff of (Deseg)×(South)","negative, significant",,"publicelem, publichs",FE,Panel,xtreg,year,MSA,,
1,snow-2019,black_post,1,Impacts of School Desegregation on Outcomes for Blacks,"Desegregation caused black public enrollment to increase significantly outside of the South, mostly by slowing decentralization of black households to the suburbs, and large black private school enrollment declines in southern districts.// we do find evidence of a 14 percent increase in black enrollment in the long run, defined as at least five years after implementation of desegregation (Specifications 2 and 3).",1,Co-Primary,"Table 4 column 2, Panel A, coeff of Desegregated (5+)","positive, significant",,"publicelem, publichs",FE,Panel,xtreg,year,MSA,,
1,snow-2019,black_nonsouth_post,1,"Impacts of School Desegregation on Outcomes for Blacks, specifically to the southern areas",Desegregation caused black public enrollment to increase significantly outside of the South // We estimate that black public enrollment ultimately increased by 13 to 20 percent outside the South.,1,Co-Primary,"Table 5, column 4, Panel A, coeff of (Deseg 5+)×(non-South)","positive, significant",,"publicelem, publichs",FE,Panel,xtreg,year,MSA,,
1,drago-2014,news-turnout,1,Effect of newspaper on vote turnout,"we show that newspaper entry increases turnout in municipal elections, the reelection probability of the incumbent mayor, and the efficiency of the municipal government // Column 2 of Table 4 reports the estimate of model (3) where Δ yit represents the difference between the turnout rate in municipal election in city i and year t relative to the turnout rate in the same city and electoral year t − 1. Now, the units of observations are all 2,014 elections in our dataset. The results show that the entry of newspapers increases turnout by 0.45 percentage points (about 0.6 percent with respect to the average turnout).",1,Co-Primary,"Table 4, column 2, coeff of Newspapers","positive, significant",,turnout,FE,Panel,areg,year,city,,
1,drago-2014,news-reelected,1,Effect of newspaper on incumbent mayor being reelected,"we show that newspaper entry increases turnout in municipal elections, the reelection probability of the incumbent mayor, and the efficiency of the municipal government // Column 4 shows the effect of newspaper entry and exit on the probability of the incumbent mayor being reelected (conditional on rerunning for office). In this case, the effect of local news is not only positive, but also statistically different from zero. The entry of newspapers increases the difference in the incumbent’s probability of reelection by 10.76 percentage points, corresponding to a 14 percent increase relative to the average.",1,Co-Primary,"Table 4, column 4, coeff of Newspapers","positive, significant",,turnout,FE,Panel,areg,year,city,,
1,drago-2014,news-speed,1,Effect of newspaper on speed of collection,"we show that newspaper entry increases turnout in municipal elections, the reelection probability of the incumbent mayor, and the efficiency of the municipal government // Columns 1 and 2 in Table 6 report the estimation results for the two efficiency measures in the all sample. In particular, the speed of revenue collection increases by 2.16 percentage points, which represents a 3 percent increase with respect to the average value of this efficiency indicator. At the same time, it is not possible to make an inference on the effect of newspapers on the speed of payments, because the estimated coefficients are associated with very large standard errors.",1,Co-Primary,"Table 6, column 1, coeff of Newspapers","positive, significant",,turnout,FE,Panel,areg,year,city,,
1,combs-2021,tax-50m1,1,Estimates of Taxable share ratio using GMM to per-pupil current expenditure,Results suggest the exemption provides relatively generous tax relief without increasing resource and academic achievement gaps between rural and nonrural districts.// The extent to which the resulting property tax increases crowd out the tax relief provided to senior and disabled homeowners ranges from −0.55% to −12%.,1,Primary,"Table 2 column 4, coeff of Taxable share ratio","negative, significant ",,pop,GMM,Panel,xtreg,year,U.S. school district,,
1,combs-2021,taxshare-50m1,1,Estimates of median voter’s share of gross market value using GMM to per-pupil current expenditure,"The effect of the median voter’s share of gross market value, or the tax share price elasticity, is almost twice as large and is statistically significant at the 99% confidence level. A 10% increase in the median voter’s tax share leads to a 0.9% decrease in per-pupil current expenditure",0,Secondary,"Table 2 column 4, coeff of Median voter's tax share","negative, significant ",,pop,GMM,Panel,xtreg,year,U.S. school district,,
1,bordignon-2016,runoff-candidate,1,Effect of  runoff elections on political candidates,"Under runoff elections, the number of political candidates is larger, but the influence of extremist voters on equilibrium policy, and hence policy volatility, is smaller because the bargaining power of the political extremes is reduced compared to single round elections.// In Table 1, we report the main estimates of the impact of runoff elections on political outcomes. We implement both a spline polynomial approximation as in equation (1), with polynomials of three different orders, and a local linear regression as in equation (2), with three different bandwidths. In panel A we report the baseline results, while in panel B we also add city characteristics as control variables",1,Co-Primary,"Table 1, panel B, Column 1, Dependent variable Number of candidates","positive, significant",,pop_census,RDD,Panel,reg,year,municipality,,
1,bordignon-2016,runoff-pretreat,,Effect of  runoff elections on pre-treatment number of lists,"In Table 2, we run a falsification test on the only political outcome available for the pre-treatment period. As before 1993 a parliamentary system was in place, we can only run our falsification test on the number of electoral lists. Table 2 reports the RDD estimates for all mayoral terms elected from 1985 to 1992, and for municipalities between 10,000 and 20,000 inhabitants. No significant discontinuity is detected. // Altogether, these results strongly confirm the theoretical idea that runoff increases the number of (serious) candidates, compared to single round.",1,Co-Primary,"Table 2, panel B, Column 1, Dependent variable Number of lists",insignificant,,pop_census,RDD,Panel,reg,year,municipality,,
1,bordignon-2016,runoff-outcome,1,Effect of Runoff on Political Outcomes,"Finally, in Table 3, we implement difference-in-differences estimations on political outcomes as in equation (3). As discussed, the identifying variation comes from municipalities crossing the population threshold from the 1991 to the 2001 census, under the restriction that movements from above to below and vice versa have symmetric effects. //Altogether, these results strongly confirm the theoretical idea that runoff increases the number of (serious) candidates, compared to single round.",1,Co-Primary,"Table 3, column 2, Dependent variable Number of candidates","positive, significant",,pop_census,DID,Panel,xtreg,year,municipality,,
1,bordignon-2016,runoff-timevar,1,Effect of Runoff on Time variance of business property tax,"Under runoff elections, the number of political candidates is larger, but the influence of extremist voters on equilibrium policy, and hence policy volatility, is smaller because the bargaining power of the political extremes is reduced compared to single round elections// The RDD results are reported in Table 4, for both indicators of volatility. The intertemporal variance of the business property tax shows a sharp and negative discontinuity when moving from just below to just above the 15,000 threshold.",1,Co-Primary,"Table 4, panel B, Column 1, Dependent variable Time variance of business property tax","negative, significant ",,pop_census,RDD,Panel,reg,year,municipality,,
1,bordignon-2016,runoff-crossvar,1,Effect of Runoff on Cross-sectional variance of business property tax,"Under runoff elections, the number of political candidates is larger, but the influence of extremist voters on equilibrium policy, and hence policy volatility, is smaller because the bargaining power of the political extremes is reduced compared to single round elections// The RDD results are reported in Table 4, for both indicators of volatility. The intertemporal variance of the business property tax shows a sharp and negative discontinuity when moving from just below to just above the 15,000 threshold.",1,Co-Primary,"Table 4, panel B, Column 1, Dependent variable Cross-sectional variance of business property tax","negative, significant ",,pop_census,RDD,Panel,reg,year,municipality,,
1,acconcia-2014,add-out,1,Effect of local value added on local output,"Using these episodes as instruments, we estimate the output multiplier of spending cuts at provincial level—controlling for national monetary and fiscal policy, and holding the tax burden of local residents constant—to be 1.5. // In the second-stage regression, the coefficient on contemporaneous spending is statistically different from zero at the 1 percent significance level, with a point  estimate of 1.46 or 1.55, depending on whether we include lagged output growth among the controls (compare columns 4 and 6). Remarkably, the point estimate of this coefficient remains quite stable across the two versions of the model: an exogenous cut in local public infrastructure by 1 percent of local value added determines a contemporaneous reduction in local output of about 1.5 percent.",1,Co-Primary,"Table 4, column 6, coeff of G(t)","positive, significant, near 1.5",,Population,2SLS,IV,ivreg2,year,Italian province,,
1,acconcia-2014,lagadd-out,1,Effect of lagged local value added on local output,"Assuming that lagged spending is exogenous to current output brings the estimate of the overall multiplier up to 1.9 // Further dynamic multiplier effects can be derived under the maintained assumption that lagged spending is exogenous to current output. Under this assumption, we add up the coefficients on the contemporaneous spending growth and its one-year lagged value, which is significantly different from zero.",1,Co-Primary,"Table 4, column 6, coeff of G(t-1)","positive, significant",,Population,2SLS,IV,ivreg2,year,Italian province,,
1,acconcia-2014,lagout-out,1,Effect of lagged local value added on local value added,"Assuming that lagged spending is exogenous to current output brings the estimate of the overall multiplier up to 1.9 // After correcting for the impact of the first lag of the dependent variable, the point estimate of the overall multiplier is as high as 1.95. ",1,Co-Primary,"Table 4, column 6, coeff of Y(t − 1)","negative, significant, greater than 1- (G(t)+G(t-1))/1.5",,Population,2SLS,IV,ivreg2,year,Italian province,,
1,fisman-2017,nsnp-dc,1,"Effect of implementing “No safety, no promotion”
(NSNP) incentives for local officials on death ceiling","Provinces with safety incentives for municipal
officials experienced larger declines in accidental deaths, suggesting
complementarities between incentives at different levels of
governmentIn column 3, we include GDP py/GDPTarget py, which controls for the extent to which a province has met its GDP growth target. The coefficient on NNPpy increases to −0.098 ( p-value 0.09)",1,Co-Primary,"Table 2 column 3, coeff of NSNPpy ","negative, significant ",,reportedall,FE,Panel,areg,year,Italian province,,
1,fisman-2017,lnceil-dgc,1,"Effect of whether reported deaths exceed the mandated ceiling in year y − 1 on natural logarithm of province p’s assigned death ceiling in category c and year y
(NSNP) incentives for local officials on death ceiling","we observe no evidence that provinces manipulate deaths upward to avoid ratchet effects in the setting of death ceilings. The interaction term is small in magnitude (−0.006) and
statistically insignificant; we thus find no evidence that the relationship between
lagged deaths and current ceiling changes as lagged deaths move below the ceiling.",1,Co-Primary,"Table 3, column 4, coeff of (Deathscpy−1 > Ceilingcpy−1) × log(Deathscpy−1) ",insignificant,,reportedall,FE,Panel,areg,year,Italian province,,
1,sviatschi-2019,treat7x9-crime,1,Criminal Deportations from the United States and Years of Schooling in El Salvador,Column 1 shows that individuals who were exposed during childhood to gang leaders have less schooling than those who were older than 16 in 1996 when the law was passed.,0,Co-Primary,"Table 1 column 1, coeff of GangShockAge7x9m,c","negative, significant ",Yes,TOTAL,FE,Panel,areg,year,municipality,,
1,sviatschi-2019,treat7x9-crime1,1,Criminal Deportations from the United States and Years of Schooling in El Salvador,Column 2 shows the results of limiting the sample to individuals who lived in the same neighborhood all their life,0,Co-Primary,"Tabel 1, column 2, coeff of GangShockAge7x9m,c","negative, significant ",Yes,TOTAL,FE,Panel,areg,year,municipality,,
1,evans-2024,virtual-absent,1,Effect of virtual on chronic absenteeism rates ,"Students whose schools had 100% virtual instruction during the COVID-19 pandemic had chronic absenteeism rates that were 6.9 percentage points (95% CI, 4.8-8.9 percentage points) higher than those that were 100% in person.",1,Co-Primary,"Table 2, column 2, coeff of % Days virtual, coefficient (95% CI)","positive, significant between 4.8-8.9",,enroll_total,FE,Panel,areg,year,U.S. school district,,
1,evans-2024,virtual-lowq,1,Effect of virtual on chronic absenteeism rates for the lowest quintile of poverty,"The association between virtual learning and chronic absenteeism varied by socioeconomic status, with the conditional correlation much larger for at-risk students;//The results in Figure 2 from the model by quintiles of 2018-2019 district poverty rate are shown in Table 3. In the lowest quintile of poverty, virtual days were associated with a small but statistically significant decrease in chronic absenteeism. ",1,Co-Primary,"Table 3, column 1, coeff of % Days virtual","negative, significant",,enroll_total,FE,Panel,areg,year,U.S. school district,,
1,evans-2024,virtual-4q,1,Effect of virtual on chronic absenteeism rates for the the 4th quintile of poverty,"chronic absenteeism rates were 10.6 percentage points (95% CI, 7.2-14.1 percentage points) higher among students with 100% of days in virtual learning from districts in the top quintile of poverty rates compared with 100% in-person districts.// In the top 2 quintiles, the coefficient of virtual instruction is very large and statistically precise. In the top quartile, having 100% of school days held virtually in the 2020-2021 school year was correlated with a 10.6–percentage point (95% CI, 7.2-14.1 percentage points) increase in chronic absenteeism.",1,Co-Primary,"Table 3, column 4, coeff of % Days virtual","positive, significant, less than 5q",,enroll_total,FE,Panel,areg,year,U.S. school district,,
1,evans-2024,virtual-5q,1,Effect of virtual on chronic absenteeism rates for the the 5th quintile of poverty,"chronic absenteeism rates were 10.6 percentage points (95% CI, 7.2-14.1 percentage points) higher among students with 100% of days in virtual learning from districts in the top quintile of poverty rates compared with 100% in-person districts.// In the top 2 quintiles, the coefficient of virtual instruction is very large and statistically precise. In the top quartile, having 100% of school days held virtually in the 2020-2021 school year was correlated with a 10.6–percentage point (95% CI, 7.2-14.1 percentage points) increase in chronic absenteeism.",1,Co-Primary,"Table 3, column 5, coeff of % Days virtual","positive, significant between 7.2-14.1",,enroll_total,FE,Panel,areg,year,U.S. school district,,
1,cunningham-2018,uprise-death,1,Effects of the first racial uprising on nonwhite deaths due to legal intervention,"The results indicate that African American protests resulted in an immediate increase in police killings of civilians regardless of race. // Columns 1 and 4 report estimates from our baseline specification, which includes only county, year, and urban-by-year fixed effects. Columns 2 and 5 replace year fixed effects with state-by-year fixed effects. Lastly, columns 4 and 6 include covariates from the 1960 census interacted with a linear time trend. // The results show that nonwhite deaths by legal intervention increase in the years immediately following racial uprisings.",1,Co-Primary,"Table 1, column 3, coeff of Years 1 to 3","positive, significant, greater than years -4 to -1",,_popwgt_nw,FE,Event study,xtreg,year,state,,
1,cunningham-2018,uprise-4to6,1,Effects of the racial uprising on nonwhite deaths due to legal intervention after 4-6 years,"However, the increased killing of white Americans dissipates after a few years while the killing of African American civilians remains elevated into the future. The impact of these uprisings have resulted in several hundred additional African Americans killed each year by the police. // Rather than dissipating, the treatment effect grows to 1.0–1.9 additional nonwhites killed per year in years 4 through 6. ",1,Co-Primary,"Table 1, column 3, coeff of Years 4 to 6","positive, significant, greater than year 1 to 3",,_popwgt_nw,FE,Event study,xtreg,year,state,,
1,cunningham-2018,uprise-7to9,1,Effects of the racial uprising on nonwhite deaths due to legal intervention after 7-9 years,"However, the increased killing of white Americans dissipates after a few years while the killing of African American civilians remains elevated into the future. The impact of these uprisings have resulted in several hundred additional African Americans killed each year by the police. //In years 7–9, the effect remains elevated with between 1.2 and 1.9 additional nonwhites still killed per year by law enforcement.",1,Co-Primary,"Table 1, column 3, coeff of Years 7 to 9","positive, significant, greater than year 4 to 6",,_popwgt_nw,FE,Event study,xtreg,year,state,,
1,nguyen-2019,close-credit,1,Effect of Closings on Local Credit Supply,"Closings lead to a persistent decline in local small business lending. Annual originations fall by $453,000 after a closing, off a baseline of $4.7 million, and remain depressed for up to six years.  //Column 2 of Table 7 shows the post-closing decline in the number of new loans is mirrored by a decline in the dollar volume of new lending. The point estimates in panel C show closings are associated with an $871,000 decline in new small business loan originations. Given the baseline mean of roughly $4.7 million, this amounts to a 19 percent annual decline in the dollar volume of new lending. Over the 6 years following the closing, this amounts to over $5 million in forgone loans to local small businesses.",1,Primary,"Table 7, column 2, panel C, δIV, close to 871","negative, significant ",,poptot,IV,Panel,ivreghdfe,year,U.S. census tract,,
1,bai-2023,revo-industry,1,Effect of revolution on industrialization,"Using a newly assembled county-level panel dataset over five decades, we find worse-affected areas performed slightly better at baseline, but were slower to industrialize. This effect was large in the early 1980s before diminishing to become insignificant by 2000. ",1,Co-Primary,"Table 3, column 4, panel A, coeff of Death(% of county pop) X D1982","negative, significant ",,pop1964,DID,Panel,areg,year,U.S. county,,
1,bai-2023,,1,Effect of revolution on industrialization likelihood of obtain higher education degrees,"Using individual-level census data, we find more-exposed cohorts are less likely to obtain higher education degrees and to work in professional and entrepreneurial occupations.",1,Co-Primary,"Table 4, column 2, coeff of Death(% of county pop) X D1956-1960","negative, significant ",,pop1964,DID,Panel,areg,year,Chinese prefecture,,
1,bai-2023,,1,Effect of revolution on industrialization likelihood of work in professional and entrepreneurial occupations,"Using individual-level census data, we find more-exposed cohorts are less likely to obtain higher education degrees and to work in professional and entrepreneurial occupations.",1,Co-Primary,"Table 4, column 6, coeff of Death(% of county pop) X D1956-1960","negative, significant ",,pop1964,DID,Panel,areg,year,Chinese prefecture,,
